data_type,record_id,city,region,latitude,longitude,category,product,price_bdt,units_sold,sales_amount,date,store_size,customer_rating,salesperson,coverage_value,outlets_visited,duration_hours,outlet_type,outlet_size,priority_score,potential_monthly_value,days_since_contact,no_order_reason,assigned_salesperson,brand,coverage_score,num_outlets,market_share,visit_count,total_outlets,unique_salespersons,intensity_score,from_city,to_city,from_region,to_region,from_latitude,from_longitude,to_latitude,to_longitude,distance_km,generated_at
not_ordered,NOUT0014,Moulvibazar,East,24.459424,91.699577,,,,,,,,,,,,,Grocery Store,Medium,6.0,27515.0,171.0,Competitor preference,Ayesha Khan,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0015,Kushtia,West,23.838322,89.13705,,,,,,,,,,,,,Retail Shop,Medium,9.0,24471.0,168.0,Price concerns,Ayesha Khan,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0016,Dhaka,Central,23.766173,90.453528,,,,,,,,,,,,,Pharmacy,Small,3.0,20426.0,43.0,Not contacted yet,Jamal Uddin,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0017,Dhaka,Central,23.837205,90.501035,,,,,,,,,,,,,Pharmacy,Small,2.0,10807.0,136.0,Competitor preference,Rahim Hossain,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0018,Rangpur,North,25.694793,89.245636,,,,,,,,,,,,,Pharmacy,Small,3.0,5367.0,112.0,Stock issues,Rahim Hossain,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0019,Pabna,North,23.941736,89.343292,,,,,,,,,,,,,Grocery Store,Small,8.0,6128.0,178.0,Not contacted yet,Jamal Uddin,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0020,Mymensingh,Central,24.77884,90.352741,,,,,,,,,,,,,Retail Shop,Large,7.0,136840.0,176.0,Stock issues,Ayesha Khan,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0021,Comilla,East,23.385948,91.201674,,,,,,,,,,,,,Retail Shop,Small,1.0,24601.0,96.0,Price concerns,Rahim Hossain,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0022,Chattogram,Central,22.366625,91.75969,,,,,,,,,,,,,Grocery Store,Medium,2.0,35632.0,4.0,Competitor preference,Karim Ahmed,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0023,Chattogram,Central,22.320628,91.861815,,,,,,,,,,,,,Grocery Store,Small,2.0,16046.0,56.0,Not contacted yet,Rahim Hossain,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0024,Barishal,South,22.612057,90.327597,,,,,,,,,,,,,Retail Shop,Large,7.0,71895.0,131.0,Not contacted yet,Fatima Begum,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0025,Dhaka,Central,23.853594,90.349579,,,,,,,,,,,,,Grocery Store,Medium,10.0,56834.0,53.0,Competitor preference,Ayesha Khan,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0026,Pabna,North,23.986608,89.160304,,,,,,,,,,,,,Grocery Store,Small,2.0,12615.0,91.0,Stock issues,Rahim Hossain,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0027,Chattogram,Central,22.350554,91.794079,,,,,,,,,,,,,Pharmacy,Small,1.0,18177.0,99.0,Price concerns,Ayesha Khan,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0028,Sylhet,East,24.868761,91.849373,,,,,,,,,,,,,Pharmacy,Small,10.0,7163.0,94.0,Not contacted yet,Karim Ahmed,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0029,Tangail,Central,24.195601,89.98139,,,,,,,,,,,,,Pharmacy,Small,10.0,18470.0,127.0,Not contacted yet,Jamal Uddin,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0030,Natore,North,24.355288,89.099039,,,,,,,,,,,,,Pharmacy,Large,2.0,72473.0,153.0,Stock issues,Ayesha Khan,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0031,Kushtia,West,23.912755,89.071719,,,,,,,,,,,,,Grocery Store,Large,6.0,140927.0,44.0,Stock issues,Ayesha Khan,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0032,Barishal,South,22.727892,90.278476,,,,,,,,,,,,,Retail Shop,Small,10.0,15980.0,149.0,Competitor preference,Ayesha Khan,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0033,Gaibandha,North,25.194364,89.475883,,,,,,,,,,,,,Grocery Store,Large,9.0,133963.0,150.0,Not contacted yet,Rahim Hossain,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0034,Sylhet,East,24.804258,91.851161,,,,,,,,,,,,,Pharmacy,Small,4.0,9065.0,109.0,Price concerns,Jamal Uddin,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0035,Jhalokati,South,22.584376,90.127641,,,,,,,,,,,,,Grocery Store,Small,6.0,6963.0,127.0,Stock issues,Rahim Hossain,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0036,Rangpur,North,25.761939,89.325537,,,,,,,,,,,,,Grocery Store,Small,1.0,17312.0,60.0,Competitor preference,Fatima Begum,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0037,Dinajpur,North,25.674198,88.606628,,,,,,,,,,,,,Pharmacy,Small,1.0,14113.0,133.0,Competitor preference,Fatima Begum,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0038,Dhaka,Central,23.811802,90.46709,,,,,,,,,,,,,Pharmacy,Small,6.0,12504.0,62.0,Price concerns,Jamal Uddin,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0039,Rangpur,North,25.827563,89.27343,,,,,,,,,,,,,Grocery Store,Small,10.0,13137.0,97.0,Stock issues,Rahim Hossain,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0040,Dhaka,Central,23.804221,90.465507,,,,,,,,,,,,,Retail Shop,Medium,8.0,20396.0,17.0,Price concerns,Karim Ahmed,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0041,Rajshahi,West,24.356251,88.569201,,,,,,,,,,,,,Grocery Store,Large,3.0,68550.0,23.0,Price concerns,Jamal Uddin,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0042,Comilla,East,23.527554,91.135831,,,,,,,,,,,,,Grocery Store,Large,9.0,76787.0,20.0,Competitor preference,Ayesha Khan,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0043,Barishal,South,22.705041,90.376979,,,,,,,,,,,,,Grocery Store,Medium,4.0,30758.0,108.0,Price concerns,Jamal Uddin,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0044,Manikganj,Central,23.850603,89.955324,,,,,,,,,,,,,Pharmacy,Small,10.0,14932.0,114.0,Price concerns,Fatima Begum,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0045,Rajshahi,West,24.407145,88.634573,,,,,,,,,,,,,Pharmacy,Medium,7.0,25243.0,96.0,Price concerns,Ayesha Khan,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0046,Dhaka,Central,23.836136,90.357548,,,,,,,,,,,,,Department Store,Medium,3.0,47701.0,123.0,Not contacted yet,Ayesha Khan,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0047,Jessore,West,23.176523,89.146875,,,,,,,,,,,,,Pharmacy,Medium,10.0,25454.0,137.0,Price concerns,Jamal Uddin,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0048,Bandarban,East,22.129905,92.176964,,,,,,,,,,,,,Pharmacy,Large,7.0,73029.0,118.0,Stock issues,Ayesha Khan,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0049,Saidpur,North,25.810148,88.955137,,,,,,,,,,,,,Department Store,Medium,2.0,44585.0,85.0,Price concerns,Ayesha Khan,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0050,Netrokona,Central,24.844632,90.693497,,,,,,,,,,,,,Grocery Store,Small,1.0,10070.0,3.0,Stock issues,Ayesha Khan,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0051,Kishoreganj,Central,24.426986,90.756496,,,,,,,,,,,,,Department Store,Medium,6.0,47251.0,98.0,Competitor preference,Fatima Begum,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0052,Cox's Bazar,East,21.494138,92.027887,,,,,,,,,,,,,Retail Shop,Large,7.0,127110.0,9.0,Not contacted yet,Ayesha Khan,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0053,Rajshahi,West,24.417898,88.713684,,,,,,,,,,,,,Grocery Store,Large,7.0,71281.0,65.0,Stock issues,Jamal Uddin,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0054,Jessore,West,23.117165,89.23857,,,,,,,,,,,,,Pharmacy,Large,1.0,114044.0,166.0,Competitor preference,Ayesha Khan,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0055,Dhaka,Central,23.798617,90.392312,,,,,,,,,,,,,Grocery Store,Large,8.0,82347.0,8.0,Stock issues,Karim Ahmed,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0056,Comilla,East,23.480415,91.22258,,,,,,,,,,,,,Grocery Store,Large,5.0,137251.0,154.0,Competitor preference,Rahim Hossain,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0057,Kishoreganj,Central,24.389354,90.697441,,,,,,,,,,,,,Grocery Store,Medium,1.0,36214.0,29.0,Not contacted yet,Ayesha Khan,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0058,Rangpur,North,25.749364,89.276469,,,,,,,,,,,,,Retail Shop,Medium,9.0,58414.0,48.0,Competitor preference,Rahim Hossain,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0059,Chattogram,Central,22.385023,91.756816,,,,,,,,,,,,,Pharmacy,Medium,9.0,36572.0,136.0,Competitor preference,Jamal Uddin,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0060,Natore,North,24.415075,89.110129,,,,,,,,,,,,,Retail Shop,Medium,2.0,46975.0,162.0,Stock issues,Rahim Hossain,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0061,Kushtia,West,23.997237,89.092783,,,,,,,,,,,,,Department Store,Medium,5.0,33731.0,1.0,Price concerns,Ayesha Khan,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0062,Mymensingh,Central,24.751396,90.311224,,,,,,,,,,,,,Retail Shop,Small,7.0,8174.0,134.0,Competitor preference,Fatima Begum,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0063,Jessore,West,23.194119,89.239759,,,,,,,,,,,,,Grocery Store,Large,3.0,106485.0,95.0,Price concerns,Rahim Hossain,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0064,Pabna,North,24.013518,89.220388,,,,,,,,,,,,,Grocery Store,Small,9.0,20940.0,28.0,Competitor preference,Jamal Uddin,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0065,Comilla,East,23.456352,91.161986,,,,,,,,,,,,,Grocery Store,Small,1.0,11082.0,46.0,Price concerns,Fatima Begum,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0066,Jessore,West,23.187879,89.168071,,,,,,,,,,,,,Retail Shop,Medium,3.0,48883.0,20.0,Stock issues,Karim Ahmed,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0067,Dhaka,Central,23.822018,90.352421,,,,,,,,,,,,,Pharmacy,Medium,2.0,28171.0,87.0,Not contacted yet,Jamal Uddin,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0068,Sirajganj,North,24.459594,89.724315,,,,,,,,,,,,,Department Store,Small,2.0,20659.0,2.0,Not contacted yet,Fatima Begum,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0069,Pabna,North,24.003771,89.198182,,,,,,,,,,,,,Retail Shop,Small,2.0,24085.0,54.0,Not contacted yet,Ayesha Khan,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0070,Pabna,North,24.063616,89.221543,,,,,,,,,,,,,Pharmacy,Large,8.0,118167.0,121.0,Stock issues,Jamal Uddin,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0071,Cox's Bazar,East,21.447144,92.043487,,,,,,,,,,,,,Pharmacy,Medium,6.0,42056.0,80.0,Price concerns,Fatima Begum,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0072,Panchagarh,North,26.290068,88.57594,,,,,,,,,,,,,Department Store,Large,10.0,102228.0,14.0,Stock issues,Fatima Begum,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0073,Bogra,North,24.838604,89.398708,,,,,,,,,,,,,Department Store,Small,7.0,5101.0,35.0,Not contacted yet,Jamal Uddin,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0074,Pabna,North,24.018718,89.191486,,,,,,,,,,,,,Pharmacy,Small,4.0,22387.0,94.0,Competitor preference,Jamal Uddin,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0075,Rajshahi,West,24.337023,88.572744,,,,,,,,,,,,,Department Store,Large,9.0,136360.0,105.0,Price concerns,Karim Ahmed,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0076,Chattogram,Central,22.348334,91.825058,,,,,,,,,,,,,Retail Shop,Large,6.0,92229.0,11.0,Stock issues,Ayesha Khan,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0077,Sylhet,East,24.818596,91.84128,,,,,,,,,,,,,Department Store,Small,7.0,24882.0,156.0,Not contacted yet,Fatima Begum,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0078,Chandpur,Central,23.230951,90.672327,,,,,,,,,,,,,Retail Shop,Medium,7.0,51203.0,75.0,Price concerns,Rahim Hossain,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0079,Nilphamari,North,25.886199,88.861313,,,,,,,,,,,,,Retail Shop,Large,3.0,124959.0,127.0,Not contacted yet,Fatima Begum,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0080,Brahmanbaria,East,24.053842,91.109717,,,,,,,,,,,,,Department Store,Large,3.0,121925.0,114.0,Not contacted yet,Ayesha Khan,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0081,Panchagarh,North,26.366203,88.543281,,,,,,,,,,,,,Grocery Store,Large,4.0,120866.0,54.0,Price concerns,Karim Ahmed,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0082,Chandpur,Central,23.332987,90.636244,,,,,,,,,,,,,Retail Shop,Small,3.0,19250.0,83.0,Competitor preference,Fatima Begum,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0083,Rajshahi,West,24.359168,88.609526,,,,,,,,,,,,,Department Store,Small,2.0,13441.0,170.0,Price concerns,Jamal Uddin,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0084,Dinajpur,North,25.554678,88.603944,,,,,,,,,,,,,Department Store,Large,2.0,145081.0,177.0,Stock issues,Rahim Hossain,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0085,Barishal,South,22.672048,90.327885,,,,,,,,,,,,,Retail Shop,Large,6.0,128732.0,96.0,Competitor preference,Jamal Uddin,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0086,Brahmanbaria,East,23.909627,91.103467,,,,,,,,,,,,,Grocery Store,Medium,5.0,35293.0,29.0,Stock issues,Karim Ahmed,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0087,Khulna,West,22.81702,89.547967,,,,,,,,,,,,,Pharmacy,Small,10.0,7920.0,48.0,Not contacted yet,Jamal Uddin,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0088,Dhaka,Central,23.843109,90.453365,,,,,,,,,,,,,Pharmacy,Medium,7.0,28350.0,147.0,Not contacted yet,Fatima Begum,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0089,Sirajganj,North,24.438845,89.802657,,,,,,,,,,,,,Grocery Store,Small,7.0,24335.0,108.0,Stock issues,Fatima Begum,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0090,Tangail,Central,24.254383,89.899178,,,,,,,,,,,,,Grocery Store,Large,2.0,66555.0,101.0,Not contacted yet,Jamal Uddin,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0091,Feni,East,22.930366,91.410282,,,,,,,,,,,,,Grocery Store,Medium,5.0,40704.0,56.0,Competitor preference,Ayesha Khan,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0092,Sylhet,East,24.949987,91.919702,,,,,,,,,,,,,Pharmacy,Small,3.0,24708.0,170.0,Not contacted yet,Jamal Uddin,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0093,Gaibandha,North,25.297357,89.465403,,,,,,,,,,,,,Retail Shop,Medium,5.0,40243.0,180.0,Competitor preference,Rahim Hossain,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0094,Narayanganj,Central,23.61318,90.550982,,,,,,,,,,,,,Department Store,Medium,1.0,39103.0,85.0,Price concerns,Rahim Hossain,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0095,Cox's Bazar,East,21.488733,92.029826,,,,,,,,,,,,,Retail Shop,Large,3.0,79500.0,124.0,Competitor preference,Fatima Begum,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0096,Habiganj,East,24.376973,91.452822,,,,,,,,,,,,,Retail Shop,Large,9.0,70865.0,100.0,Stock issues,Ayesha Khan,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0097,Dinajpur,North,25.596982,88.631336,,,,,,,,,,,,,Pharmacy,Large,7.0,112052.0,100.0,Not contacted yet,Jamal Uddin,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0098,Satkhira,West,22.666572,89.124861,,,,,,,,,,,,,Pharmacy,Large,4.0,87098.0,179.0,Competitor preference,Karim Ahmed,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0099,Khulna,West,22.831948,89.567027,,,,,,,,,,,,,Retail Shop,Small,5.0,15597.0,117.0,Price concerns,Jamal Uddin,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0100,Bogra,North,24.857399,89.389338,,,,,,,,,,,,,Department Store,Small,5.0,19479.0,37.0,Price concerns,Rahim Hossain,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0101,Barishal,South,22.658118,90.418617,,,,,,,,,,,,,Retail Shop,Large,6.0,75644.0,147.0,Not contacted yet,Rahim Hossain,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0102,Sylhet,East,24.841437,91.935533,,,,,,,,,,,,,Grocery Store,Medium,1.0,47991.0,24.0,Stock issues,Ayesha Khan,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0103,Dhaka,Central,23.812502,90.38868,,,,,,,,,,,,,Retail Shop,Small,9.0,6719.0,166.0,Stock issues,Jamal Uddin,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0104,Satkhira,West,22.748852,89.076698,,,,,,,,,,,,,Department Store,Medium,4.0,29736.0,8.0,Not contacted yet,Rahim Hossain,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0105,Dhaka,Central,23.758427,90.379639,,,,,,,,,,,,,Pharmacy,Medium,10.0,52022.0,44.0,Competitor preference,Karim Ahmed,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0106,Mymensingh,Central,24.76057,90.377983,,,,,,,,,,,,,Pharmacy,Medium,8.0,45041.0,94.0,Not contacted yet,Karim Ahmed,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0107,Narayanganj,Central,23.626138,90.51197,,,,,,,,,,,,,Retail Shop,Small,8.0,7707.0,164.0,Price concerns,Karim Ahmed,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0108,Dhaka,Central,23.803792,90.36894,,,,,,,,,,,,,Department Store,Large,5.0,125101.0,177.0,Not contacted yet,Jamal Uddin,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0109,Barguna,South,22.215855,90.247081,,,,,,,,,,,,,Department Store,Small,7.0,17581.0,76.0,Price concerns,Karim Ahmed,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0110,Dhaka,Central,23.819622,90.376597,,,,,,,,,,,,,Grocery Store,Medium,7.0,24161.0,179.0,Not contacted yet,Ayesha Khan,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0111,Jhalokati,South,22.664983,90.144948,,,,,,,,,,,,,Department Store,Large,2.0,120309.0,132.0,Not contacted yet,Rahim Hossain,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0112,Dhaka,Central,23.764963,90.429996,,,,,,,,,,,,,Grocery Store,Large,10.0,65378.0,177.0,Price concerns,Karim Ahmed,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0113,Jamalpur,Central,24.886209,89.856401,,,,,,,,,,,,,Pharmacy,Large,2.0,108619.0,10.0,Price concerns,Jamal Uddin,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0114,Saidpur,North,25.821368,88.963663,,,,,,,,,,,,,Retail Shop,Small,9.0,10282.0,65.0,Not contacted yet,Karim Ahmed,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0115,Khulna,West,22.807444,89.562963,,,,,,,,,,,,,Pharmacy,Small,6.0,21585.0,139.0,Price concerns,Ayesha Khan,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0116,Brahmanbaria,East,23.958421,91.048449,,,,,,,,,,,,,Grocery Store,Large,5.0,50011.0,11.0,Stock issues,Jamal Uddin,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0117,Sylhet,East,24.861051,91.912862,,,,,,,,,,,,,Department Store,Medium,6.0,29165.0,133.0,Stock issues,Jamal Uddin,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0118,Thakurgaon,North,26.025421,88.477388,,,,,,,,,,,,,Grocery Store,Large,2.0,116924.0,169.0,Not contacted yet,Rahim Hossain,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0119,Dinajpur,North,25.625173,88.594684,,,,,,,,,,,,,Grocery Store,Small,5.0,11162.0,55.0,Price concerns,Jamal Uddin,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0120,Sirajganj,North,24.496872,89.774905,,,,,,,,,,,,,Pharmacy,Large,5.0,78316.0,32.0,Competitor preference,Karim Ahmed,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0121,Khulna,West,22.812668,89.527654,,,,,,,,,,,,,Pharmacy,Large,7.0,83419.0,166.0,Price concerns,Ayesha Khan,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0122,Sirajganj,North,24.524744,89.70174,,,,,,,,,,,,,Pharmacy,Medium,7.0,25456.0,177.0,Price concerns,Jamal Uddin,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0123,Sylhet,East,24.84804,91.80667,,,,,,,,,,,,,Pharmacy,Small,4.0,7312.0,95.0,Price concerns,Ayesha Khan,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0124,Dhaka,Central,23.853896,90.383941,,,,,,,,,,,,,Department Store,Small,7.0,15366.0,6.0,Price concerns,Karim Ahmed,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0125,Bhola,South,22.572807,90.70798,,,,,,,,,,,,,Retail Shop,Medium,9.0,28167.0,104.0,Not contacted yet,Fatima Begum,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0126,Dhaka,Central,23.809637,90.446666,,,,,,,,,,,,,Pharmacy,Large,6.0,61662.0,69.0,Price concerns,Rahim Hossain,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0127,Rajshahi,West,24.416705,88.734559,,,,,,,,,,,,,Retail Shop,Medium,7.0,20646.0,56.0,Competitor preference,Karim Ahmed,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0128,Chattogram,Central,22.432588,91.739014,,,,,,,,,,,,,Pharmacy,Small,10.0,10758.0,125.0,Not contacted yet,Jamal Uddin,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0129,Jamalpur,Central,24.88044,89.919213,,,,,,,,,,,,,Pharmacy,Medium,9.0,57496.0,69.0,Not contacted yet,Karim Ahmed,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0130,Sylhet,East,24.923884,91.891124,,,,,,,,,,,,,Department Store,Small,3.0,15420.0,88.0,Competitor preference,Ayesha Khan,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0131,Sylhet,East,24.835603,91.849903,,,,,,,,,,,,,Pharmacy,Large,1.0,66721.0,175.0,Price concerns,Rahim Hossain,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
not_ordered,NOUT0132,Cox's Bazar,East,21.432937,92.049376,,,,,,,,,,,,,Pharmacy,Small,1.0,17412.0,163.0,Stock issues,Rahim Hossain,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
