outlet_id,city,latitude,longitude,region,category,product,price_bdt,units_sold,sales_amount,sale_date,store_size,customer_rating,returns,sales_per_unit
392,Dhaka,23.790980938012446,90.42120429677642,Dhaka,Grocery,Cooking Oil (1L),846,53,44838,2025-04-22,Medium,2.98,1,846.0
393,Dhaka,23.799492432134134,90.45509290528344,Dhaka,Clothing,Dress,2739,113,309507,2025-01-29,Medium,3.43,2,2739.0
394,Brahmanbaria,24.016452836449574,91.17382280769367,Brahmanbaria,Beauty,Sunscreen,1121,47,52687,2025-04-22,Small,4.38,5,1121.0
395,Jessore,23.166258721481874,89.23927322791414,Jessore,Furniture,Wardrobe,58076,21,1219596,2025-08-08,Small,4.26,1,58076.0
396,Lalmonirhat,25.923146662460454,89.48098971845064,Lalmonirhat,Furniture,Sofa,12704,29,368416,2025-07-10,Medium,4.72,1,12704.0
397,Comilla,23.454811091022158,91.1985733446515,Comilla,Electronics,Smartphone,48670,49,2384830,2024-12-08,Large,4.45,0,48670.0
398,Dhaka,23.810532837000824,90.54227399350958,Dhaka,Sports,Dumbbell Set,4536,26,117936,2024-11-04,Small,3.87,2,4536.0
399,Patuakhali,22.25428145527934,90.2947782951266,Patuakhali,Beauty,Sunscreen,1406,63,88578,2025-06-10,Large,3.47,2,1406.0
400,Khulna,22.810253272033133,89.465452296099,Khulna,Electronics,Smartwatch,21506,56,1204336,2025-06-20,Medium,3.92,2,21506.0
401,Jessore,23.160789312172408,89.18071565997467,Jessore,Electronics,Laptop,21877,21,459417,2024-12-24,Small,3.76,0,21877.0
402,Panchagarh,26.403061888651482,88.57036798158967,Panchagarh,Sports,Cricket Bat,5080,29,147320,2025-02-18,Medium,3.78,0,5080.0
403,Comilla,23.407570546804727,91.19385105489921,Comilla,Clothing,Jacket,4653,109,507177,2025-08-04,Large,3.43,3,4653.0
404,Sirajganj,24.502369461060336,89.62270746213036,Sirajganj,Electronics,Laptop,55075,43,2368225,2025-06-13,Medium,3.95,0,55075.0
405,Dhaka,23.79564314361341,90.44724368607962,Dhaka,Beauty,Perfume,4670,78,364260,2025-07-28,Large,3.49,4,4670.0
406,Chattogram,22.321115315521865,91.7592654582058,Chattogram,Furniture,Wardrobe,49944,13,649272,2024-12-09,Small,3.77,0,49944.0
407,Dhaka,23.834560128657838,90.33951640294538,Dhaka,HomeAppliances,Washing Machine,33939,22,746658,2025-01-23,Small,3.13,0,33939.0
408,Magura,23.564022874857663,89.40802761657002,Magura,Clothing,Jeans,3533,86,303838,2025-05-12,Small,4.57,0,3533.0
409,Dhaka,23.789590117673015,90.4516403628061,Dhaka,Furniture,Sofa,44482,7,311374,2025-09-09,Small,4.11,0,44482.0
410,Chattogram,22.406867940212724,91.8509390062025,Chattogram,Electronics,Smartwatch,101833,37,3767821,2025-06-21,Medium,4.18,1,101833.0
411,Barishal,22.737007137047797,90.32188279985728,Barishal,Grocery,Tea (250g),398,212,84376,2025-05-24,Medium,3.49,4,398.0
412,Sirajganj,24.435989252544907,89.91105402052965,Sirajganj,Furniture,Table,28940,22,636680,2025-06-28,Medium,4.41,1,28940.0
413,Mymensingh,24.67078858585005,90.36630088348359,Mymensingh,Clothing,Sunglasses,506,91,46046,2025-03-27,Medium,4.06,0,506.0
414,Habiganj,24.403815630084356,91.33229138596157,Habiganj,Furniture,Sofa,51613,27,1393551,2025-05-28,Small,4.88,0,51613.0
415,Chattogram,22.366014585043594,91.78401611771399,Chattogram,Beauty,Face Cream,4702,44,206888,2025-02-04,Small,4.42,0,4702.0
416,Brahmanbaria,23.94905409157166,91.12166692126671,Brahmanbaria,Electronics,Smartwatch,105802,43,4549486,2025-07-10,Small,3.87,0,105802.0
417,Sherpur,25.023831189901692,89.92892948891554,Sherpur,Electronics,Power Bank,19061,23,438403,2025-01-30,Medium,4.74,2,19061.0
418,Dhaka,23.69167574156538,90.49923064699821,Dhaka,Sports,Badminton Racket,7273,30,218190,2025-06-22,Small,4.28,0,7273.0
419,Saidpur,25.82279029214371,88.98938700669781,Saidpur,Sports,Football,21174,25,529350,2025-04-19,Small,4.28,1,21174.0
420,Chattogram,22.37435684186037,91.85982717048866,Chattogram,Electronics,Laptop,122422,43,5264146,2024-11-30,Large,3.77,0,122422.0
421,Jamalpur,24.903795789288242,90.03881391527506,Jamalpur,Grocery,Honey (500g),629,170,106930,2025-04-10,Medium,4.14,3,629.0
422,Kishoreganj,24.472966152144096,90.68211861734515,Kishoreganj,Furniture,Bed,53078,14,743092,2025-05-07,Small,4.22,0,53078.0
423,Narayanganj,23.650989220749736,90.5107015658179,Narayanganj,HomeAppliances,Blender,50310,29,1458990,2025-03-01,Small,5.0,0,50310.0
424,Chattogram,22.40097797128364,91.81272989234698,Chattogram,Furniture,Office Chair,9220,7,64540,2025-06-24,Small,4.7,0,9220.0
425,Chattogram,22.33559270067057,91.81638595856286,Chattogram,Beauty,Perfume,2155,62,133610,2025-02-15,Small,3.96,0,2155.0
426,Dhaka,23.904704728851552,90.45715093784212,Dhaka,Clothing,Jacket,386,88,33968,2025-04-06,Medium,4.53,0,386.0
427,Dhaka,23.845571353288264,90.46207910277623,Dhaka,Clothing,Handbag,1284,70,89880,2024-10-06,Small,3.38,0,1284.0
428,Barishal,22.712211582133925,90.40062945430181,Barishal,Beauty,Face Cream,2426,48,116448,2025-03-28,Medium,4.34,0,2426.0
429,Jamalpur,25.021221572128233,89.95480801551251,Jamalpur,Furniture,Wardrobe,57431,21,1206051,2025-05-07,Small,5.0,0,57431.0
430,Comilla,23.472154991448622,91.17799355135661,Comilla,Electronics,Smartwatch,20841,43,896163,2025-03-05,Small,4.18,2,20841.0
431,Narayanganj,23.683258015383963,90.4261837424673,Narayanganj,Clothing,Jeans,1919,35,67165,2024-10-26,Medium,3.8,1,1919.0
432,Kishoreganj,24.44359057289169,90.81457524786246,Kishoreganj,Electronics,Power Bank,41856,43,1799808,2025-04-25,Medium,4.9,2,41856.0
433,Comilla,23.52284419044577,91.12800746522767,Comilla,Grocery,Tea (250g),806,162,130572,2024-12-27,Small,3.85,5,806.0
434,Natore,24.390208095871085,88.98772060592121,Natore,Electronics,Bluetooth Speaker,70410,79,5562390,2025-02-24,Small,3.17,4,70410.0
435,Chattogram,22.29609791954452,91.63635628713693,Chattogram,Clothing,Shoes,2587,113,292331,2025-08-25,Small,3.66,3,2587.0
436,Sirajganj,24.445500622852364,89.63139459406831,Sirajganj,Electronics,Smartphone,39259,65,2551835,2025-03-13,Small,3.0,0,39259.0
437,Lalmonirhat,25.91688886361438,89.5483992294751,Lalmonirhat,Sports,Football,2803,22,61666,2025-02-22,Medium,4.74,2,2803.0
438,Feni,23.10391181648243,91.53774798356847,Feni,Beauty,Perfume,3278,42,137676,2024-12-21,Large,4.11,1,3278.0
439,Habiganj,24.306943172811227,91.40456129932636,Habiganj,Clothing,Sunglasses,3737,75,280275,2025-05-19,Medium,3.98,0,3737.0
440,Tangail,24.26411679939447,89.82348773994256,Tangail,Clothing,Jeans,348,140,48720,2025-02-26,Small,4.26,5,348.0
441,Sirajganj,24.561475725603493,89.77766438820298,Sirajganj,Electronics,Smartphone,81383,7,569681,2025-02-14,Small,4.44,0,81383.0
442,Dhaka,23.85298463476793,90.66153281608351,Dhaka,Furniture,Dining Set,42160,11,463760,2024-11-06,Medium,3.42,0,42160.0
443,Manikganj,23.871926419020713,90.01404678428688,Manikganj,Clothing,Jacket,2759,80,220720,2024-10-16,Large,4.85,2,2759.0
444,Dhaka,23.714662176210602,90.39567424035968,Dhaka,Clothing,Shoes,2150,58,124700,2025-05-18,Medium,3.88,0,2150.0
445,Saidpur,25.817462641971698,89.16033830194164,Saidpur,Grocery,Tea (250g),592,220,130240,2024-11-12,Medium,3.64,5,592.0
446,Chandpur,23.263245748968266,90.51461833346853,Chandpur,Electronics,Headphones,62484,41,2561844,2024-10-08,Small,3.2,1,62484.0
447,Jhenaidah,23.57233943125133,89.19064967468641,Jhenaidah,Grocery,Milk Powder (400g),376,81,30456,2024-11-07,Small,3.74,0,376.0
448,Khulna,22.861741336155703,89.57051051755464,Khulna,HomeAppliances,Microwave,34753,19,660307,2025-05-14,Medium,3.22,0,34753.0
449,Bogra,24.862050705586945,89.37476328581158,Bogra,Beauty,Perfume,3100,83,257300,2025-08-20,Medium,5.0,1,3100.0
450,Kushtia,23.88487123043159,89.09533970868242,Kushtia,Sports,Badminton Racket,16101,24,386424,2024-11-21,Small,3.32,0,16101.0
451,Dhaka,23.754620375019893,90.47341726119875,Dhaka,Grocery,Sugar (1kg),886,320,283520,2024-11-21,Large,4.04,8,886.0
452,Kushtia,23.937899489635168,89.20739554210213,Kushtia,Sports,Football,21948,19,417012,2025-01-03,Medium,4.12,0,21948.0
453,Barishal,22.697546764775645,90.21322069140645,Barishal,Beauty,Shampoo,947,57,53979,2025-01-01,Small,3.92,1,947.0
454,Dhaka,23.851649867424463,90.35780925741709,Dhaka,Furniture,Table,9778,20,195560,2025-07-17,Large,4.43,0,9778.0
455,Dhaka,23.83222971218547,90.4919338034815,Dhaka,HomeAppliances,Air Conditioner,11718,29,339822,2025-06-25,Small,4.79,1,11718.0
456,Sylhet,24.87453362089213,91.8086576305477,Sylhet,Furniture,Table,66912,13,869856,2024-11-13,Medium,4.1,1,66912.0
457,Sylhet,24.842742780780682,91.8678306290372,Sylhet,Grocery,Honey (500g),383,59,22597,2025-08-14,Small,3.76,0,383.0
458,Khulna,22.883326114745444,89.51171031228668,Khulna,Grocery,Rice (5kg),508,128,65024,2025-06-09,Small,4.39,2,508.0
459,Narayanganj,23.637803260486784,90.51782042816923,Narayanganj,Furniture,Sofa,27345,15,410175,2025-07-06,Medium,4.21,0,27345.0
460,Sylhet,24.830311391401374,91.83034786290352,Sylhet,Grocery,Spice Mix,530,253,134090,2024-10-29,Medium,3.99,4,530.0
461,Manikganj,23.79844791364183,90.00498650796953,Manikganj,Electronics,Bluetooth Speaker,83432,63,5256216,2025-05-24,Medium,3.9,1,83432.0
462,Kushtia,23.815263580778023,89.26814120801757,Kushtia,Furniture,Bookshelf,23118,18,416124,2025-01-10,Medium,4.42,1,23118.0
463,Barishal,22.72491384395352,90.28394538015705,Barishal,Grocery,Honey (500g),518,168,87024,2025-02-17,Small,4.52,4,518.0
464,Natore,24.41967651001639,89.00851083986751,Natore,Furniture,Table,41515,10,415150,2025-06-22,Small,4.57,0,41515.0
465,Barishal,22.65193905620369,90.26279357145549,Barishal,Electronics,Tablet,44421,17,755157,2024-12-31,Small,3.73,1,44421.0
466,Sylhet,24.947384644981888,91.89613708259556,Sylhet,Electronics,Headphones,108966,63,6864858,2025-02-09,Large,5.0,2,108966.0
467,Dhaka,23.98075318358009,90.5431960813878,Dhaka,Clothing,Handbag,1572,119,187068,2025-08-24,Medium,3.8,2,1572.0
468,Chandpur,23.16028619737959,90.75907012108307,Chandpur,Beauty,Face Cream,1741,41,71381,2025-08-17,Medium,4.8,0,1741.0
469,Sylhet,24.853693113968905,91.77550913608856,Sylhet,Clothing,Dress,1803,97,174891,2025-01-06,Medium,3.7,0,1803.0
470,Netrokona,24.997737870185592,90.61841267899719,Netrokona,Electronics,Smartphone,40559,30,1216770,2025-05-26,Medium,3.99,1,40559.0
471,Chattogram,22.34818563955633,91.86091144817144,Chattogram,Electronics,Headphones,109132,59,6438788,2024-11-14,Small,4.29,1,109132.0
472,Khulna,22.91912823271887,89.52562720101663,Khulna,Grocery,Honey (500g),771,118,90978,2025-04-19,Medium,3.85,2,771.0
473,Cox's Bazar,21.33947798899394,92.06074897018291,Cox's Bazar,Furniture,Sofa,38843,20,776860,2025-06-26,Small,3.83,2,38843.0
474,Dhaka,23.79381186171484,90.23640052212392,Dhaka,Clothing,Handbag,1677,104,174408,2025-04-06,Small,4.28,0,1677.0
475,Brahmanbaria,23.914132216370568,91.03137598459487,Brahmanbaria,Sports,Treadmill,4641,34,157794,2024-11-22,Small,3.66,1,4641.0
476,Chandpur,23.12297339692126,90.58482254550127,Chandpur,Clothing,Handbag,2755,65,179075,2025-03-04,Medium,4.07,3,2755.0
477,Feni,22.970399339251994,91.47160828532468,Feni,Electronics,Tablet,59359,37,2196283,2025-04-22,Medium,4.62,0,59359.0
478,Habiganj,24.295157692120146,91.24246258142443,Habiganj,Grocery,Sugar (1kg),89,238,21182,2025-05-30,Small,3.36,3,89.0
479,Gaibandha,25.215903692835468,89.55374637101869,Gaibandha,Furniture,Table,43268,8,346144,2024-12-22,Medium,3.87,0,43268.0
480,Lalmonirhat,25.8366503544597,89.42730179964374,Lalmonirhat,Furniture,Dining Set,45213,9,406917,2025-05-20,Small,4.42,1,45213.0
481,Dhaka,23.806602917312464,90.5108240245078,Dhaka,Grocery,Honey (500g),446,211,94106,2025-06-23,Small,4.43,3,446.0
482,Barishal,22.65983701457789,90.30412302026816,Barishal,Electronics,Laptop,76455,51,3899205,2025-04-23,Small,4.28,3,76455.0
483,Tangail,24.332109862078298,89.86832032118984,Tangail,Grocery,Milk Powder (400g),395,184,72680,2024-11-15,Medium,4.23,4,395.0
484,Rangpur,25.80281393738211,89.19798384858534,Rangpur,Beauty,Perfume,3522,48,169056,2025-03-14,Medium,4.06,2,3522.0
485,Pabna,24.005157443281032,89.20302766727751,Pabna,HomeAppliances,Electric Fan,7409,18,133362,2025-01-10,Large,4.92,0,7409.0
486,Barishal,22.64821215402553,90.23674621932135,Barishal,Clothing,Jeans,1832,163,298616,2025-03-20,Small,3.74,1,1832.0
487,Bogra,24.90882481995934,89.39867652315529,Bogra,Furniture,Table,14234,12,170808,2025-09-02,Large,3.92,1,14234.0
488,Sherpur,24.982183031953234,89.87935558468502,Sherpur,Clothing,Handbag,761,99,75339,2024-10-09,Small,4.03,3,761.0
489,Netrokona,24.926737991175465,90.63865910207545,Netrokona,Clothing,Dress,1874,47,88078,2025-04-30,Small,3.52,0,1874.0
490,Manikganj,23.80861908890313,89.95106930106444,Manikganj,Clothing,Jacket,3316,90,298440,2025-03-26,Small,3.78,3,3316.0
491,Natore,24.376347857888415,89.0665122250505,Natore,HomeAppliances,Blender,24280,25,607000,2025-03-29,Small,3.43,0,24280.0
492,Jessore,23.237574770809346,89.25191548850074,Jessore,Clothing,Handbag,2449,91,222859,2025-01-21,Small,4.42,1,2449.0
493,Faridpur,23.581468102373883,89.68212362857976,Faridpur,Furniture,Dining Set,36751,25,918775,2025-03-12,Medium,3.23,1,36751.0
494,Feni,23.036387106057617,91.33014301931908,Feni,Electronics,Tablet,58115,36,2092140,2024-10-08,Medium,3.54,0,58115.0
495,Jhalokati,22.65166461249696,90.2819099729704,Jhalokati,Electronics,Tablet,37344,16,597504,2025-01-12,Small,3.92,0,37344.0
496,Patuakhali,22.30896827317854,90.3487122841182,Patuakhali,Clothing,T-Shirt,2951,32,94432,2025-01-12,Medium,4.44,2,2951.0
497,Jamalpur,24.8853661101931,89.93577233796773,Jamalpur,Grocery,Honey (500g),187,95,17765,2025-04-20,Medium,3.5,4,187.0
498,Barishal,22.654407819327517,90.35089598215298,Barishal,Furniture,Table,28058,15,420870,2024-12-21,Small,3.21,1,28058.0
499,Chattogram,22.397183842280477,91.87750370622284,Chattogram,Clothing,Dress,2098,153,320994,2024-10-17,Small,4.81,4,2098.0
500,Sylhet,24.94465325587611,91.82326885635555,Sylhet,Grocery,Sugar (1kg),417,130,54210,2025-03-09,Medium,4.6,3,417.0
501,Sirajganj,24.34909628788027,89.67635981683736,Sirajganj,Furniture,Sofa,38028,15,570420,2025-05-02,Medium,3.76,0,38028.0
502,Rangpur,25.719654039067766,89.21144085346025,Rangpur,Clothing,Handbag,2148,74,158952,2025-09-08,Small,3.97,1,2148.0
503,Chattogram,22.367677336357914,91.89081180963619,Chattogram,Electronics,Laptop,114727,34,3900718,2024-11-05,Large,4.35,0,114727.0
504,Comilla,23.553084733444866,91.15185089109167,Comilla,Clothing,Handbag,4591,87,399417,2025-01-05,Large,4.35,4,4591.0
505,Bandarban,22.167391613564785,92.18987467028072,Bandarban,Clothing,Jacket,4474,65,290810,2025-09-04,Small,4.41,0,4474.0
506,Natore,24.450111551423735,89.02691447535898,Natore,Sports,Badminton Racket,16835,54,909090,2025-04-21,Large,4.51,0,16835.0
507,Manikganj,23.88702974342668,89.97905933678231,Manikganj,Clothing,Sunglasses,2039,32,65248,2025-03-14,Small,3.92,1,2039.0
508,Dhaka,23.80605120140297,90.36336257264456,Dhaka,Clothing,Shoes,3254,68,221272,2025-08-07,Large,5.0,1,3254.0
509,Netrokona,24.887853462311245,90.78311305551561,Netrokona,Clothing,Dress,4125,98,404250,2025-05-11,Small,3.82,1,4125.0
510,Tangail,24.238252883741886,89.83661827295622,Tangail,Furniture,Wardrobe,46626,20,932520,2025-01-31,Small,3.76,1,46626.0
511,Moulvibazar,24.42715321704801,91.80434117454158,Moulvibazar,Clothing,Handbag,3310,37,122470,2025-03-05,Small,4.93,1,3310.0
512,Chattogram,22.272252018382375,91.8123286835394,Chattogram,Beauty,Sunscreen,4994,21,104874,2025-01-31,Large,3.76,0,4994.0
513,Cox's Bazar,21.398963870704527,92.08844125955753,Cox's Bazar,Clothing,Jacket,696,148,103008,2024-12-07,Small,4.62,3,696.0
514,Jessore,23.200607461675006,89.14805081443089,Jessore,Sports,Football,21987,33,725571,2024-11-17,Small,4.45,0,21987.0
515,Comilla,23.383237625509004,91.20718558797418,Comilla,Sports,Football,18776,24,450624,2025-03-24,Small,3.68,0,18776.0
516,Brahmanbaria,23.967901078097952,91.26001537468177,Brahmanbaria,HomeAppliances,Blender,41305,6,247830,2025-03-13,Small,4.5,0,41305.0
517,Chattogram,22.375718422044468,91.83648276587118,Chattogram,Furniture,Table,9695,5,48475,2025-07-07,Small,4.82,0,9695.0
518,Cox's Bazar,21.492353902972635,91.91557561034102,Cox's Bazar,Beauty,Sunscreen,1516,64,97024,2025-09-07,Small,3.65,1,1516.0
519,Rajshahi,24.345541181256408,88.57358503780135,Rajshahi,Grocery,Sugar (1kg),527,84,44268,2025-05-27,Medium,4.01,3,527.0
520,Dhaka,23.794182369686805,90.53253363501504,Dhaka,HomeAppliances,Refrigerator,49937,18,898866,2025-02-24,Medium,4.41,0,49937.0
521,Sylhet,24.953791972517948,91.89069301686301,Sylhet,Sports,Football,15573,22,342606,2025-05-16,Large,3.68,0,15573.0
522,Gaibandha,25.270345349648288,89.5272430445898,Gaibandha,Grocery,Tea (250g),257,307,78899,2025-08-25,Large,4.45,6,257.0
523,Rajshahi,24.35257600351399,88.53626091460642,Rajshahi,Clothing,Dress,2011,109,219199,2025-03-28,Small,4.06,1,2011.0
524,Narayanganj,23.648953425216554,90.41177641987561,Narayanganj,Grocery,Sugar (1kg),606,220,133320,2025-08-12,Large,3.57,5,606.0
525,Chattogram,22.354834410410955,91.65978195924143,Chattogram,Sports,Dumbbell Set,20234,41,829594,2025-06-12,Medium,3.11,1,20234.0
526,Sunamganj,25.009242089151215,91.47574132543254,Sunamganj,Beauty,Shampoo,2159,72,155448,2025-07-12,Medium,3.91,1,2159.0
527,Rangpur,25.669700221998895,89.24106349058154,Rangpur,Electronics,Bluetooth Speaker,92408,40,3696320,2024-12-02,Medium,4.5,1,92408.0
528,Lalmonirhat,25.816619837610517,89.46673413206187,Lalmonirhat,Grocery,Tea (250g),427,252,107604,2025-01-10,Small,4.24,7,427.0
529,Sylhet,24.868195964352264,91.88915006284398,Sylhet,Sports,Yoga Mat,17836,22,392392,2025-06-30,Medium,3.27,0,17836.0
530,Dhaka,23.81595675761686,90.32959080926943,Dhaka,Grocery,Rice (5kg),408,118,48144,2025-07-17,Large,4.12,1,408.0
531,Narail,23.106801593482537,89.54150344139613,Narail,Grocery,Milk Powder (400g),711,119,84609,2025-05-23,Medium,4.38,1,711.0
532,Panchagarh,26.32412283524089,88.64841364703976,Panchagarh,Electronics,Tablet,69199,42,2906358,2025-09-02,Medium,3.6,1,69199.0
533,Panchagarh,26.38430399290157,88.53924951454559,Panchagarh,HomeAppliances,Blender,25111,15,376665,2025-08-12,Large,4.16,2,25111.0
534,Dhaka,23.738989950075528,90.36473707676592,Dhaka,HomeAppliances,Refrigerator,26515,39,1034085,2025-06-04,Small,4.01,1,26515.0
535,Chandpur,23.282962479894056,90.72753844700897,Chandpur,Grocery,Honey (500g),446,199,88754,2025-07-24,Medium,3.89,1,446.0
536,Jamalpur,24.882187645238556,90.04400188655687,Jamalpur,HomeAppliances,Electric Fan,9308,26,242008,2025-01-21,Small,4.11,2,9308.0
537,Jessore,23.14808314850777,89.39103741644197,Jessore,Electronics,Smartphone,108026,33,3564858,2025-05-11,Large,3.55,1,108026.0
538,Dhaka,23.882420152308082,90.4018811837883,Dhaka,Beauty,Sunscreen,1668,107,178476,2025-08-12,Medium,4.38,2,1668.0
539,Faridpur,23.594293301137956,89.80665699047569,Faridpur,Furniture,Dining Set,26017,21,546357,2025-09-13,Medium,4.49,1,26017.0
540,Dhaka,23.911481808664515,90.36150608696954,Dhaka,Clothing,Shoes,3027,82,248214,2025-02-02,Large,4.33,1,3027.0
541,Pabna,24.010806328047924,89.19149403144411,Pabna,Electronics,Tablet,87759,72,6318648,2025-07-31,Large,3.67,0,87759.0
542,Mymensingh,24.91250769508319,90.44462967315778,Mymensingh,Grocery,Sugar (1kg),841,140,117740,2024-12-10,Medium,4.12,3,841.0
543,Dinajpur,25.584330700658317,88.51689563159276,Dinajpur,Electronics,Bluetooth Speaker,93095,26,2420470,2025-03-17,Small,4.52,1,93095.0
544,Bhola,22.516160900891844,90.74276770315005,Bhola,Electronics,Laptop,91054,41,3733214,2025-01-25,Medium,4.44,0,91054.0
545,Sylhet,24.90194258179316,91.90991518913549,Sylhet,Sports,Dumbbell Set,4983,28,139524,2025-09-11,Small,4.52,1,4983.0
546,Khulna,22.848136789895587,89.40808086854732,Khulna,Beauty,Shampoo,1370,51,69870,2025-08-07,Small,5.0,3,1370.0
547,Pirojpur,22.463635675511487,90.05120081014611,Pirojpur,Clothing,Shoes,2081,149,310069,2025-06-06,Small,4.02,2,2081.0
548,Dhaka,23.935004854340864,90.44149291703003,Dhaka,Furniture,Sofa,64987,5,324935,2025-05-14,Small,3.7,1,64987.0
549,Dhaka,23.733629100976213,90.4721222664061,Dhaka,Beauty,Face Mask,2404,19,45676,2025-02-13,Small,4.84,0,2404.0
550,Khulna,22.76977385536677,89.43065527663464,Khulna,Electronics,Laptop,87998,85,7479830,2025-10-01,Small,5.0,1,87998.0
551,Chandpur,23.23499203658274,90.57718017149595,Chandpur,Grocery,Honey (500g),475,214,101650,2025-02-06,Medium,4.03,6,475.0
552,Mymensingh,24.821957974375294,90.37741784847178,Mymensingh,Grocery,Sugar (1kg),393,180,70740,2024-11-06,Small,4.58,1,393.0
553,Khulna,22.89936465536972,89.49243880667578,Khulna,Electronics,Smartwatch,109795,41,4501595,2025-03-18,Medium,4.92,0,109795.0
554,Dhaka,23.916321469663753,90.32736042304533,Dhaka,Grocery,Honey (500g),155,154,23870,2025-06-18,Large,4.35,0,155.0
555,Mymensingh,24.731355613603412,90.31529096204285,Mymensingh,Sports,Treadmill,19366,44,852104,2025-02-11,Large,4.52,4,19366.0
556,Kishoreganj,24.3596678260805,90.88735161938128,Kishoreganj,Electronics,Camera,18991,66,1253406,2024-11-12,Small,4.35,0,18991.0
557,Thakurgaon,25.983532301364544,88.43909564012176,Thakurgaon,Clothing,Dress,2168,119,257992,2024-11-10,Medium,4.01,3,2168.0
558,Sirajganj,24.4143473476571,89.65070852335609,Sirajganj,Grocery,Honey (500g),212,220,46640,2024-12-24,Small,4.43,5,212.0
559,Jhalokati,22.708407414906354,90.36546310806736,Jhalokati,Sports,Badminton Racket,15138,45,681210,2025-05-19,Small,3.58,2,15138.0
560,Narayanganj,23.68829557988024,90.4443870236579,Narayanganj,Furniture,Bookshelf,37357,16,597712,2025-05-30,Medium,4.71,0,37357.0
561,Dinajpur,25.69073828935561,88.62481274917269,Dinajpur,Clothing,Jeans,3997,43,171871,2025-08-05,Medium,3.86,2,3997.0
562,Dhaka,23.71680809421499,90.5260143203343,Dhaka,HomeAppliances,Microwave,47140,19,895660,2025-01-15,Large,4.54,0,47140.0
563,Dhaka,23.784377371145315,90.55710722577538,Dhaka,Electronics,Bluetooth Speaker,75244,49,3686956,2024-11-13,Small,4.02,1,75244.0
564,Rajshahi,24.24408676408372,88.52143341355021,Rajshahi,Sports,Dumbbell Set,3631,31,112561,2025-07-22,Small,3.82,1,3631.0
565,Brahmanbaria,23.93594467218129,91.15465699232008,Brahmanbaria,Grocery,Milk Powder (400g),484,46,22264,2024-12-17,Large,4.03,1,484.0
566,Jessore,23.23677204213611,89.1785985861789,Jessore,Furniture,Wardrobe,18167,11,199837,2025-01-19,Small,3.35,0,18167.0
567,Barishal,22.77642616683931,90.38045474641152,Barishal,Sports,Dumbbell Set,8713,29,252677,2024-11-17,Medium,4.73,1,8713.0
568,Dhaka,23.686261106796582,90.39559619063692,Dhaka,HomeAppliances,Microwave,18241,27,492507,2025-06-04,Large,4.31,1,18241.0
569,Sylhet,24.92618696394357,91.97565752588449,Sylhet,Sports,Yoga Mat,10837,25,270925,2025-02-13,Small,3.78,0,10837.0
570,Narayanganj,23.571937922336442,90.5273118698983,Narayanganj,Clothing,Shoes,3179,104,330616,2024-12-21,Medium,3.53,1,3179.0
571,Sirajganj,24.36498381549146,89.5665324089513,Sirajganj,HomeAppliances,Blender,39089,14,547246,2025-04-05,Medium,2.79,0,39089.0
572,Chuadanga,23.733680237043618,88.94031900114099,Chuadanga,Furniture,Bed,20289,11,223179,2025-07-04,Large,3.95,0,20289.0
573,Dhaka,23.675132396316123,90.43937745387524,Dhaka,Beauty,Sunscreen,2062,45,92790,2025-03-03,Medium,3.48,1,2062.0
574,Dhaka,23.894850703616157,90.3735057429992,Dhaka,Clothing,Handbag,3944,111,437784,2024-12-05,Medium,4.22,2,3944.0
575,Khulna,22.907830884338946,89.46746106371748,Khulna,Beauty,Perfume,1000,55,55000,2025-01-27,Medium,4.48,1,1000.0
576,Dhaka,23.82710744014518,90.2561255203521,Dhaka,Clothing,Jacket,730,86,62780,2025-02-20,Medium,3.99,2,730.0
577,Dhaka,23.705626102886118,90.33876775041773,Dhaka,Grocery,Sugar (1kg),222,252,55944,2025-08-10,Small,3.97,5,222.0
578,Bhola,22.68407526269212,90.64302666983309,Bhola,Grocery,Cooking Oil (1L),521,184,95864,2025-04-04,Small,4.78,3,521.0
579,Dhaka,23.788182838052858,90.47706371332853,Dhaka,Grocery,Milk Powder (400g),702,220,154440,2025-07-28,Medium,4.11,6,702.0
580,Faridpur,23.603479183102024,89.8439719723441,Faridpur,Furniture,Dining Set,6371,13,82823,2025-08-08,Large,4.14,0,6371.0
581,Dhaka,23.75150967364751,90.46483024017368,Dhaka,Clothing,Shoes,638,94,59972,2025-02-02,Small,4.66,3,638.0
582,Mymensingh,24.74868859515347,90.43657850990434,Mymensingh,Clothing,Shoes,3777,48,181296,2025-09-04,Small,4.21,1,3777.0
583,Gaibandha,25.241477113237334,89.42829337487096,Gaibandha,Sports,Dumbbell Set,21897,34,744498,2025-05-01,Small,4.35,0,21897.0
584,Manikganj,23.838089043022375,89.95974050757586,Manikganj,Clothing,Jacket,2557,139,355423,2025-08-01,Small,3.97,3,2557.0
585,Saidpur,25.684369852615276,89.18856734646162,Saidpur,Furniture,Bed,21269,11,233959,2024-10-27,Large,3.61,0,21269.0
586,Comilla,23.412116509853963,91.19592402704339,Comilla,Grocery,Milk Powder (400g),133,247,32851,2025-02-26,Large,4.44,9,133.0
587,Comilla,23.46887048048487,91.23731386575277,Comilla,Grocery,Milk Powder (400g),360,53,19080,2024-12-06,Medium,4.2,2,360.0
588,Rangamati,22.613246273282083,92.2403207823163,Rangamati,Electronics,Tablet,91660,95,8707700,2025-04-02,Small,3.87,0,91660.0
